TNF,AGA,2.793755136
TNF,AGT,2.656806354
TNF,TAT,1.780334155
TNF,Akt1,1.205149274
TNF,Tat,1.23253903
TNF,JAK2,1.23253903
TNF,Myd88,2.136400986
TNF,Star,8.107367844
TNF,CAT,2.738975623
TNF,ABCA1,1.533826349
TNF,HMGB1,3.231991235
TNF,EGFR,2.273349767
TNF,CXCR4,2.32812928
TNF,Nfkb1,1.013420981
TNF,CCL2,8.846891263
TNF,NOS2,2.10901123
TNF,PTEN,1.972062449
TNF,Rac1,2.273349767
TNF,Keap1,1.369487812
TNF,Rag1,1.23253903
TNF,MMP9,1.45165708
TNF,CD36,3.040262942
TNF,Large,1.122980005
TNF,MDM2,1.506436593
TNF,MIF,1.177759518
TNF,CRP,2.574637086
TNF,Ccl2,1.972062449
TNF,TP53,1.23253903
TNF,TNFRSF1A,1.259928787
TNF,Tlr2,1.040810737
TNF,PCNA,1.561216105
TNF,Tlr4,4.984935634
TNF,CD4,35.52451383
TNF,STAT3,7.586962476
TNF,IL6,4.984935634
TNF,Il6,2.738975623
TNF,Il1b,1.396877568
TNF,BCL2,1.040810737
TNF,SOD2,1.013420981
TNF,Nlrp3,1.369487812
TNF,TLR2,22.56915913
TNF,TLR4,30.5395782
TNF,CFTR,1.095590249
TNF,Mdm2,1.615995618
TNF,SIRT1,3.533278554
TNF,MPO,3.204601479
TNF,ACE,1.013420981
TNF,CGA,1.862503424
TNF,Des,2.574637086
TNF,Tnf,3.697617091
TNF,Nos2,1.040810737
CD4,AGA,2.86643026
CD4,AGT,2.06855792
CD4,TAT,1.595744681
CD4,Tat,1.713947991
CD4,JAK2,1.861702128
CD4,Myd88,2.600472813
CD4,Il17a,1.477541371
CD4,Star,16.57801418
CD4,Il6,2.06855792
CD4,HMGB1,2.157210402
CD4,EGFR,1.773049645
CD4,CAT,3.161938534
CD4,CXCR4,5.112293144
CD4,PTEN,2.304964539
CD4,MR1,1.329787234
CD4,Stat5b,1.270685579
CD4,Stat5a,1.359338061
CD4,CCL2,8.244680851
CD4,NOS2,1.300236407
CD4,Rag1,3.871158392
CD4,PCNA,1.122931442
CD4,NOTCH1,1.122931442
CD4,MMP9,1.03427896
CD4,CD36,1.95035461
CD4,MDM2,1.684397163
CD4,Ccl2,1.447990544
CD4,TP53,1.447990544
CD4,Tlr4,3.516548463
CD4,Kras,1.063829787
CD4,Mdm2,1.477541371
CD4,STAT3,8.776595745
CD4,gag,1.300236407
CD4,IL6,2.836879433
CD4,Rac1,1.211583924
CD4,Trp53,1.300236407
CD4,Il1b,1.241134752
CD4,BCL2,1.359338061
CD4,MYC,1.418439716
CD4,Nlrp3,1.211583924
CD4,TLR2,21.92671395
CD4,TLR4,26.47754137
CD4,SIRT1,1.388888889
CD4,MPO,2.06855792
CD4,TNF,38.03191489
CD4,CGA,1.743498818
CD4,Des,1.300236407
CD4,Tnf,2.157210402
CD4,Dnmt1,1.388888889
TLR4,CD36,6.294888044
TLR4,MIF,1.140684411
TLR4,AGT,2.154626109
TLR4,TAT,1.64765526
TLR4,Nlrp3,2.408111534
TLR4,Akt1,1.140684411
TLR4,AGA,2.703844529
TLR4,TLR2,68.86354035
TLR4,PTEN,1.436417406
TLR4,CFTR,1.09843684
TLR4,CCL2,7.520067596
TLR4,CRP,1.140684411
TLR4,Rac1,2.19687368
TLR4,Ccl2,1.64765526
TLR4,SIRT1,1.267427123
TLR4,ABCG1,1.140684411
TLR4,MPO,4.267004647
TLR4,Tlr2,2.872834812
TLR4,Tlr4,14.11068864
TLR4,Myd88,5.999155049
TLR4,CD4,37.85382341
TLR4,STAT3,5.872412336
TLR4,CGA,1.774397972
TLR4,Des,2.661596958
TLR4,Star,8.238276299
TLR4,Keap1,1.056189269
TLR4,IL6,4.224757076
TLR4,ABCA1,1.732150401
TLR4,Nos2,1.140684411
TLR4,HMGB1,8.407266582
TLR4,EGFR,1.267427123
TLR4,CAT,2.957329954
TLR4,Il6,2.78833967
TLR4,CXCR4,1.858893114
TLR4,NOS2,1.858893114
TLR4,TNF,46.97929869
TLR4,Il1b,1.858893114
TLR4,Tnf,3.464300803
TLR4,MMP9,1.013941698
TLR2,CD36,7.562568009
TLR2,MIF,1.19695321
TLR2,AGT,1.849836779
TLR2,TAT,1.741022851
TLR2,Nlrp3,2.992383025
TLR2,AGA,2.883569097
TLR2,PTEN,1.142546246
TLR2,TLR4,88.68335147
TLR2,CFTR,1.142546246
TLR2,CCL2,7.508161045
TLR2,Rac1,2.502720348
TLR2,Ccl2,1.632208923
TLR2,MPO,4.406964091
TLR2,Tlr2,3.754080522
TLR2,Tlr4,13.54733406
TLR2,Myd88,6.311207835
TLR2,CD4,40.36996736
TLR2,STAT3,4.951033732
TLR2,CGA,1.686615887
TLR2,Star,8.596300326
TLR2,Des,2.66594124
TLR2,Tnf,3.59085963
TLR2,IL6,3.754080522
TLR2,ABCA1,1.360174102
TLR2,Nos2,1.088139282
TLR2,HMGB1,8.922742111
TLR2,EGFR,1.033732318
TLR2,CAT,2.937976061
TLR2,Il6,2.720348205
TLR2,CXCR4,1.904243743
TLR2,NOS2,1.958650707
TLR2,TNF,44.77693145
TLR2,Il1b,2.067464635
SIRT1,Nampt,6.654835847
SIRT1,CD36,1.863354037
SIRT1,NQO1,1.774622893
SIRT1,AGT,2.395740905
SIRT1,TAT,2.30700976
SIRT1,G6pc,1.419698314
SIRT1,SIRT3,15.17302573
SIRT1,BRCA1,5.856255546
SIRT1,SOD2,5.767524401
SIRT1,SOD1,1.952085182
SIRT1,Large,1.419698314
SIRT1,Akt1,1.685891748
SIRT1,AGA,3.63797693
SIRT1,MDM2,8.340727595
SIRT1,KRAS,1.15350488
SIRT1,Tat,3.549245785
SIRT1,TLR2,1.330967169
SIRT1,PTEN,6.921029281
SIRT1,TLR4,2.661934339
SIRT1,CRP,1.242236025
SIRT1,Pck1,1.064773736
SIRT1,Fos,1.330967169
SIRT1,CDKN1A,2.129547471
SIRT1,Brca1,1.15350488
SIRT1,PPARGC1A,1.952085182
SIRT1,PNC1,2.30700976
SIRT1,Cpt1a,1.064773736
SIRT1,PARP1,4.614019521
SIRT1,PPARG,1.064773736
SIRT1,Star,2.129547471
SIRT1,ZEB1,2.395740905
SIRT1,Sirt3,8.074534161
SIRT1,TP53,5.590062112
SIRT1,NAMPT,8.784383319
SIRT1,CD4,4.170363798
SIRT1,Mdm2,7.719609583
SIRT1,STAT3,3.105590062
SIRT1,CGA,2.129547471
SIRT1,Rac1,1.15350488
SIRT1,FASN,1.15350488
SIRT1,WRN,2.48447205
SIRT1,Des,4.702750665
SIRT1,Keap1,1.242236025
SIRT1,LDLR,1.15350488
SIRT1,CAT,5.146406389
SIRT1,MYC,4.614019521
SIRT1,ABCA1,1.242236025
SIRT1,HMGB1,1.15350488
SIRT1,EGFR,2.395740905
SIRT1,FOXO3,4.525288376
SIRT1,VHL,1.508429459
SIRT1,Dnmt3a,1.597160603
SIRT1,PCNA,2.661934339
SIRT1,PRMT1,1.508429459
SIRT1,Trp53,1.508429459
SIRT1,Dnmt1,1.774622893
SIRT1,TNF,11.44631766
SIRT1,UCP3,2.48447205
SIRT1,MMP9,1.419698314
SIRT1,MMP2,1.064773736
SIRT1,BCL2,1.330967169
STAT3,AGA,2.900107411
STAT3,AGT,2.470461869
STAT3,MDM2,1.933404941
STAT3,TAT,2.040816327
STAT3,CDH1,1.074113856
STAT3,MYC,3.114930183
STAT3,BRCA1,1.71858217
STAT3,SOD2,1.074113856
STAT3,Nlrp3,1.181525242
STAT3,Akt1,1.074113856
STAT3,CD36,1.288936627
STAT3,NQO1,1.074113856
STAT3,KRAS,3.329752954
STAT3,Tat,1.181525242
STAT3,BMP2,1.396348013
STAT3,EPO,1.611170784
STAT3,TLR2,9.77443609
STAT3,PTEN,6.874328679
STAT3,Stat5a,5.800214823
STAT3,TLR4,14.9301826
STAT3,CCL2,6.337271751
STAT3,CRP,1.71858217
STAT3,Fos,1.396348013
STAT3,CDKN1A,1.396348013
STAT3,Mdm2,1.71858217
STAT3,IL6,7.518796992
STAT3,Stat5b,5.692803437
STAT3,Lepr,2.255639098
STAT3,JAK2,12.45972073
STAT3,Ccl2,1.503759398
STAT3,SIRT1,3.759398496
STAT3,IGF1,1.396348013
STAT3,VEGFA,1.074113856
STAT3,TP53,3.974221267
STAT3,MPO,2.900107411
STAT3,Tlr2,1.396348013
STAT3,Tlr4,3.007518797
STAT3,Myd88,1.503759398
STAT3,Kras,2.363050483
STAT3,Il17a,1.825993555
STAT3,SMAD3,1.074113856
STAT3,CD4,31.90118153
STAT3,Star,5.477980666
STAT3,CGA,2.148227712
STAT3,Rac1,3.544575725
STAT3,Tnf,2.148227712
STAT3,Des,1.933404941
STAT3,BRCA2,1.396348013
STAT3,Keap1,1.825993555
STAT3,Pax6,1.933404941
STAT3,STAT5B,3.974221267
STAT3,STAT5A,4.726100967
STAT3,HMGB1,2.040816327
STAT3,EGFR,8.80773362
STAT3,CAT,3.114930183
STAT3,Il6,3.329752954
STAT3,VHL,1.396348013
STAT3,Rag1,1.71858217
STAT3,CXCR4,4.296455424
STAT3,PCNA,3.114930183
STAT3,NOS2,1.181525242
STAT3,Trp53,2.040816327
STAT3,Dnmt1,1.288936627
STAT3,TNF,29.53813104
STAT3,HGF,1.933404941
STAT3,Il1b,1.074113856
STAT3,BACE1,1.074113856
STAT3,NOTCH1,1.288936627
STAT3,BRAF,1.396348013
STAT3,MMP9,1.933404941
STAT3,BCL2,1.074113856
Star,AGA,1.74291939
Star,AGT,2.614379085
Star,MR1,1.089324619
Star,DCT,1.307189542
Star,BRCA1,1.74291939
Star,WT1,1.089324619
Star,BRCA2,1.74291939
Star,Nlrp3,1.307189542
Star,Bcl2l1,1.089324619
Star,CD36,1.851851852
Star,MDM2,2.287581699
Star,Ptgs2,1.307189542
Star,EPO,1.089324619
Star,TLR2,17.21132898
Star,PTEN,3.267973856
Star,Stat5a,1.198257081
Star,TLR4,21.24183007
Star,CCL2,10.45751634
Star,Rac1,1.307189542
Star,Brca1,1.307189542
Star,IL6,2.941176471
Star,JAK2,1.525054466
Star,Ccl2,2.396514161
Star,SIRT1,2.614379085
Star,STAT3,5.555555556
Star,FGF2,1.416122004
Star,TP53,2.178649237
Star,MPO,1.525054466
Star,Tlr2,1.307189542
Star,Tlr4,2.396514161
Star,Myd88,2.723311547
Star,Kras,1.633986928
Star,Il17a,1.851851852
Star,CD4,61.11111111
Star,Mdm2,2.178649237
Star,CGA,1.089324619
Star,PD1,1.633986928
Star,EGFR,2.723311547
Star,Keap1,1.089324619
Star,gag,1.74291939
Star,MYC,1.960784314
Star,HMGB1,2.941176471
Star,CAT,2.396514161
Star,Il6,2.505446623
Star,Rag1,4.248366013
Star,Wnt3a,1.089324619
Star,TPO,1.525054466
Star,CXCR4,4.684095861
Star,PCNA,1.633986928
Star,Trp53,1.74291939
Star,Dnmt1,2.069716776
Star,TNF,32.13507625
